"state_county_FIPS","sum_bw"
"18043",396178.27
"18045",3486.18
"18047",3542
"18049",8545.12
"18051",5340.45
"18053",61095.08
"18055",3850.64
"18057",596812.69
"18059",215178.09
"18061",34436.23
"18063",210918.18
"18065",291873.62
"18067",119155.73
"18069",88966.93
"18071",2846.74
"18073",70335.65
"18075",35800.39
"18077",12079.72
"18079",133465.35
"18081",214954.62
"18083",100222.09
"18085",207572.64
"18089",1590884.91
"18093",77450.6
"18095",895291.72
"18097",2543688.46
"18099",31929.82
"18101",0
"18103",76355.71
"18105",124151.02
"18107",12292.15
"18109",71389.19
"18111",5745.79
"18113",8228.93
"18115",0
"18117",95973.7
"18119",57982.2
"18121",0
"18123",37868.76
"18125",0
"18127",317859.67
"18129",1354.35
"18131",0
"18133",37134.86
"18135",19051.33
"18137",48276.27
"18139",39848.56
"18141",43451.4
"18143",23062.78
"18145",2316.49
"18147",1685.8
"18149",8133.9
"18151",135136.95
"18153",11483.25
"18155",6165.24
"18157",777644.48
"18159",10965.41
"18163",1215739.73
"18165",676.5
"18167",120473.55
"18169",76632.42
"18171",3272.21
"18173",72820.05
"18175",15563.2
"18177",569977.34
"18179",32920.97
"18181",70491.09
"18183",16892.95
"19001",224.45
"19003",300.52
"19005",9196.65
"19007",16076.46
"19009",1018.04
"19011",127337.02
"19013",322080.08
"19015",52193.35
"19017",16590.1
"19019",28645.43
"19021",19304.14
"19023",308.41
"19025",6826.27
"19027",80820.59
"19029",29560.09
"19031",29998.72
"19033",67838.29
"19035",22353.07
"19037",10705.14
"19039",133746.76
"19041",82335.74
"19043",144743.2
"19045",51203.57
"19047",60763.66
"19049",949662.97
"19051",60958.31
"19053",58796.4
"19055",17606.74
"19057",118637.38
"19059",24683.8
"19061",224912.54
"19063",6865.22
"19065",15245.49
"19067",6868.23
"19069",29674.69
"19071",46230.98
"19073",10509.75
"19075",42502.88
"19077",10957.41
"19079",17234.22
"19081",7753.63
"19083",7705.04
"19085",75684.74
"19087",35526.53
"19089",1762.78
"19091",0
"19093",4426.74
"19095",404637.3
"19097",14804.75
"19099",99695.42
"19101",47773.33
"19103",827266.87
"19105",8802.71
"19107",10148.22
"19109",35068.91
"19111",120652.76
"19113",776707.27
"19115",6059.34
"19117",20364.62
"19119",117.72
"19121",225801.9
"19123",144320.15
"19125",29435.47
"19127",317786.3
"19129",7405.33
"19131",10932.21
"19133",1000.4
"19135",20138.75
"19137",3266.35
"19139",89170.99
"19143",1777.86
"19145",37855.13
"19147",19470.15
"19149",21176.1
"19151",6951.9
"19153",2373917.23
"19155",172765.78
"19157",51165.07
"19159",16781.85
"19161",5295.33
"19163",538271.29
"19165",49980.18
"19167",98553.32
"19169",447025.63
"19171",31221.54
"19173",223.06
"19175",11645.44
"19177",4065.48
"19179",106192.92
"19181",87587.92
"19183",44129.97
"19185",0
"19187",142759.5
"19189",51968.33
"19191",94944
"19193",153098.47
"19195",33488.96
"19197",12644.77
"20001",37093.72
"20003",9366.09
"20005",7115.85
"20007",0
"20009",106260.2
"20011",8391.43
"20013",0
"20015",374761.89
"20017",21422.8
"20019",2192.71
"20021",37435.4
"20025",0
"20027",34248.61
"20029",5317.15
"20031",19269.38
"20035",150808.5
"20037",120284.54
"20039",7757.97
"20041",43193.76
"20043",7119.03
"20045",485984.07
"20047",799.93
"20049",558.3
"20051",125748.68
"20053",0
"20055",92646.71
"20057",26733.96
"20059",117059.03
"20061",213381.78
"20063",2712.89
"20065",12821.08
"20069",0
"20071",0
"20075",4607.52
"20077",7743.67
"20079",30135.1
"20081",1370.53
"20085",26004.67
"20087",29874.34
"20089",4046.49
"20091",6760700.55
"20093",5353.97
"20095",42065.89
"20097",27924
"20099",237389.89
"20101",475.58
"20103",85248.63
"20105",628.16
"20107",2942.83
"20111",57387.42
"20113",214784.49
"20115",21463.63
"20117",14398.84
"20119",8583.95
"20121",55233.17
"20123",670.36
"20125",2135266.08
"20127",308.2
"20129",1445.63
"20131",140772.75
"20133",76603.89
"20135",14078.22
"20137",9953.82
"20139",20988.31
"20141",4345.39
"20143",0
"20145",15006.49
"20147",6737.04
"20149",111501.19
"20151",23760.14
"20153",0
"20155",143321.41
"20157",41877.86
"20159",4688.89
"20161",169385.05
"20163",6460.26
"20167",15463.95
"20169",286502.36
"20171",0
"20173",3151203.18
"20175",18544.03
"20177",1198433.29
"20179",16278.3
"20181",26963.3
"20183",639.16
"20185",5482.47
"20187",0
"20189",4463.13
"20191",13206.37
"20193",5381.34
"20195",26517.42
"20197",0
"20201",18074.48
"20205",135215.37
"20207",9104.72
"20209",892127.61
"2050",0
"2060",0
"2070",0
"2090",510776.93
"21001",52505.22
"21003",151.98
"21005",88556.43
"21007",719.47
"21009",22115.58
"21011",30283.66
"21013",46642.41
"21015",929947.9
"21017",5653.62
"21019",78117.04
"21021",59540.67
"21023",0
"21025",4090.99
"21027",6094.81
"21029",11145.86
"21031",486.2
"21033",7926.22
"21035",138148.44
"21037",98676.3
"21039",0
"21041",471894.83
"21043",54745.81
"21045",2968.27
"21047",99553
"21049",98231.8
"21051",9628.18
"21053",2694.69
"21055",6829.77
"21059",136983.87
"21061",0
"21065",2736.77
"21067",1156732.3
"21069",3091.64
"21071",34208.69
"21073",33531.74
"21075",159.65
"21077",1330
"21079",1439.3
"21081",81626.45
"21083",3958.09
"21085",12283.24
"21087",30201.5
"21089",20367.94
"21091",0
"21093",173622.11
"21095",15441.64
"21097",13536.26
"21099",0
"21101",7575.66
"21103",12544.89
"21105",16551.79
"21107",69477.82
"21109",8226.16
"21111",3985486.8
"21113",122839.56
"21115",0
"21117",240283.77
"21119",647.58
"21121",22759.56
"21123",965.15
"21125",28268.16
"21127",2860.86
"21129",198.27
"21131",49445.08
"21133",191581.47
"21135",2952.17
"21137",8319.19
"21139",1165.11
"21141",28627.72
"21143",12869.11
"21145",167422.66
"21147",101.45
"21149",23583.44
"21151",146149.57
"21153",0
"21155",42815.64
"21157",48799.64
"21159",271996.03
"21161",3106.42
"21163",43557.2
"21165",2905.05
"21167",101981.6
"21169",0
"21171",1068.77
"21173",12038.18
"21175",4183.92
"21177",6838.58
"21179",18057.8
"21181",7365.34
"21183",3345.13
"21185",41975.07
"21187",0
"21189",0
"21193",76627.16
"21195",155865.44
"21197",45465.64
"21199",67757.9
"21201",0
"21203",612.81
"21205",7966.75
"21207",113740.86
"21209",81298.71
"21211",235056.91
"21213",8587.77
"21215",5381.45
"21217",10067.3
"21219",0
"2122",364077.54
"21221",14796.04
"21223",3500.17
"21225",548.42
"21227",222924.48
"21229",0
"21231",4477.73
"21233",850.3
"21235",82604.6
"21237",1233.1
"21239",157357.09
"2130",740.96
"2150",1770.25
"2164",1238550.88
"2170",8414.33
"2180",13245.75
"2185",0
"2188",2141.96
"2198",2686.26
"22001",239214.4
"22003",8694.54
"22005",637852.9
"22007",15896.83
"22009",94145.88
"22011",18834.22
"22013",67876.69
"22015",567794.38
"22017",1659303.78
"22019",1140443.64
"22021",76424.35
"22025",22144.46
"22027",21124.3
"22029",60070.87
"22031",73918.05
"22033",2452109.87
"22035",552.83
"22037",18977.37
"22039",245746.39
"22041",93624.2
"22043",48660.62
"22045",518014.33
"22047",167999.01
"22049",15725.57
"22051",6398949.2
"22053",22440.9
"22055",4129711.99
"22057",663365.33
"22059",646813.87
"22061",95432.43
"22063",148541.42
"22065",20419.1
"22067",124232.55
"22069",112576.56
"22071",4110391.89
"22073",1342247.2
"22075",130805.19
"22077",54013.09
"22079",551626.06
"22081",6365.95
"22083",25288
"22085",9009.64
"22097",1045.26
"22101",374502.84
"22103",102301.76
"22105",836154.94
"22107",43058.73
"22109",2322215.15
"22111",31255.87
"22113",142402.37
"22115",85351.69
"22117",0
"22119",206749.41
"22121",110711.29
"22123",7258.81
"22125",9647.93
"22127",31206.58
"2240",0
"2261",0
"2270",6494
"23001",85169.64
"23003",27441.71
"23005",899935.53
"23007",17131.98
"23009",110925.98
"23011",272274.45
"23013",86050.26
"23015",20255.87
"23017",33833.81
"23019",408659.59
"23021",3835.09
"23023",14121.2
"23025",44541.57
"23027",23251.77
"23029",93544.52
"23031",301914.73
"24001",22009.53
"24003",1372780.93
"24005",854120.82
"24009",21221.69
"24011",6548.37
"24013",131760.06
"24015",74554.71
"24017",40688.31
"24019",229549.52
"24021",298469.68
"24023",38154.13
"24025",226793.36
"24027",525378.49
"24029",401.29
"24031",1344440.47
"24033",1245686.49
"24035",85800.07
"24039",24623.46
"24041",85146.93
"24043",208104.29
"24045",158354.97
"24047",170385.29
"25001",579450.35
"25003",172717.46
"25005",1584799.49
"25007",57777.62
"25009",2727291.5
"25011",270145.09
"25013",472114.49
"25015",644658.15
"25017",8173957.04
"25019",132365.01
"25021",6135693.28
"25023",1481661.76
"25025",6738870.57
"25027",2138763.23
"26001",30086.55
"26003",11413.03
"26005",328882.2
"26007",19392.12
"26009",58512.68
"26011",22928.3
"26013",3747.8
"26015",97064.27
"26017",104870.94
"26019",17050.55
"26021",308455.85
"26023",55667.89
"26025",394020.54
"26027",23398.21
"26029",14016.48
"26031",11863.25
"26033",31789.43
"26035",45172.46
"26037",29383.98
"26039",38433.15
"26041",86695.53
"26043",36244.8
"26045",220249.67
"26047",305268.49
"26049",1283094.73
"26051",6289.33
"26053",9926.35
"26055",387676.86
"26057",98761.07
"26059",72902.71
"26061",30124.45
"26063",132423.53
"26065",716645.2
"26067",198077.21
"26069",6973.6
"26071",30002.59
"26073",75067.61
"26075",367276.49
"26077",913103.96
"26079",22219.4
"26081",2310593.71
"26085",155990.24
"26087",150976.35
"26089",24464.43
"26091",60772.06
"26093",561853.62
"26097",241682.79
"26099",5620793.58
"26101",51133.86
"26103",143188.62
"26105",41787.81
"26107",102087.12
"26109",3041.33
"26111",51298.13
"26113",7735.73
"26115",163070.88
"26117",21628.25
"26119",753.07
"26121",526099.38
"26123",211271.66
"26125",6209224.64
"26127",364861.74
"26129",73895.1
"26131",0
"26133",2248.83
"26135",2132.31
"26137",89704.28
"26139",462839.71
"26141",6340.3
"26143",56716.56
"26145",194577.33
"26151",43167.51
"26153",5381.96
"26155",11212.37
"26157",51238.81
"26159",294392.54
"26161",1319732.2
"26163",7427941.21
"26165",37183.32
"27003",1137355.91
"27005",19809.22
"27007",71467.63
"27009",42115.76
"27013",397526.06
"27015",3632.15
"27017",7416.57
"27019",467315.62
"27021",75629.69
"27023",7621.23
"27025",7386.11
"27027",5862.58
"27029",131559.86
"27031",37662.19
"27033",15374.3
"27035",145980.5
"27037",1006451.87
"27039",1145.86
"27041",86508.66
"27043",4417.71
"27045",0
"27047",51804.92
"27049",81216.92
"27051",3347.79
"27053",3989412.94
"27055",0
"27057",36063.49
"27059",19196.36
"27061",183213.91
"27065",2915.45
"27067",17120.53
"27069",0
"27071",13724.08
"27075",18711.29
"27077",3479.42
"27079",12548.76
"27081",0
"27083",87234.27
"27085",18727.99
"27087",0
"27089",0
"27091",14341.11
"27093",10954.28
"27095",257262.25
"27097",12024.33
"27099",20424.88
"27101",51842.56
"27103",22985.52
"27105",101297.52
"27107",990.18
"27109",79342.29
"27111",32997.4
"27113",0
"27115",61152.32
"27117",338.38
"27119",25725.93
"27123",1852306.61
"27125",8780.62
"27129",746.96
"27131",80869.69
"27133",202065.77
"27135",2900.42
"27139",377793.58
"27141",543087.37
"27143",11236.48
"27145",145393.59
"27147",17691.13
"27149",12717.77
"27151",0
"27153",0
"27155",2771.41
"27157",65057.49
"27159",22851.23
"27161",1405.55
"27163",399664.49
"27165",5537.91
"27167",18126.53
"27169",24622.99
"27171",397580.48
"27173",666.2
"28001",14606.58
"28003",113122.73
"28005",75244.69
"28007",21640.52
"28009",27538.18
"28011",111869.75
"28013",35331.04
"28015",0
"28017",1104.38
"28019",5047.71
"28021",126939.96
"28023",37684.78
"28025",19576.84
"28027",65775.92
"28029",44621.31
"28031",24288.24
"28033",317471.24
"28035",299331.58
"28039",69269.09
"28041",15054.16
"28043",45933.72
"28045",585948
"28047",2189732.41
"28049",1839359.18
"28051",94199.54
"28053",41229.33
"28055",34736.85
"28057",29779.76
"28059",1725970.13
"28061",19376.68
"28063",177488.27
"28065",1829.58
"28067",755595.79
"28069",0
"28071",131610.34
"28073",405882.22
"28075",556275.51
"28077",1093.05
"28079",173080.93
"28081",396817.19
"28083",125073.34
"28085",286711.57
"28087",230876.74
"28089",469076.83
"28091",719755.67
"28093",32895.74
"28095",107344.87
"28097",124882.32
"28099",110571.99
"28101",70778.44
"28103",14002.61
"28105",78711.66
"28107",87371.92
"28109",60599.44
"28111",21926.18
"28113",28319.58
"28115",52589.28
"28117",121449.8
"28119",73031.05
"28121",643097.18
"28123",436905.12
"28125",86552.86
"28127",63878.05
"28129",7289.54
"28131",63288.35
"28133",137461.61
"28135",2417.51
"28137",72466.4
"28139",22257.49
"28141",22670.57
"28143",187523.68
"28145",44485.01
"28147",0
"28149",150156.08
"28151",93981.84
"28153",49875.77
"28155",0
"28157",20104.58
"28159",39925.49
"28161",4267.92
"28163",63085.22
"29001",117103.28
"29003",3013.57
"29005",366.78
"29007",60929.79
"29009",1289667.5
"29011",4733.87
"29013",10093.7
"29015",55982.32
"29017",5313.03
"29019",445674.38
"29021",342151.54
"29023",346550.89
"29025",16708.48
"29027",72248.57
"29029",244381.7
"29031",584714.68
"29033",2705.24
"29035",2384.96
"29037",419676.09
"29039",504.36
"29041",0
"29043",252076.43
"29045",3704.14
"29047",1308003.83
"29049",26507.54
"29051",143750.22
"29053",4227.65
"29055",130096.17
"29057",0
"29059",27538.87
"29061",496.83
"29065",35600.68
"29067",10787.39
"29069",280422.42
"29071",380769.68
"29073",5271.33
"29075",8155.32
"29077",1411877.31
"29079",76467.02
"29083",47765.03
"29085",94619.74
"29087",6388.04
"29089",0
"29091",118259.06
"29093",34485.47
"29095",3999215.57
"29097",368724.57
"29099",558050.18
"29101",137393.75
"29103",6467.52
"29105",136624.79
"29107",135068.15
"29109",48221.43
"29111",17341.14
"29113",109189.12
"29115",8136.28
"29117",739468.84
"29119",43713.94
"29121",17278.83
"29123",134472.58
"29125",3709.54
"29127",121102.12
"29129",13495
"29131",11146.1
"29133",33689.7
"29135",5910.7
"29137",7116.58
"29139",0
"29141",600.88
"29143",32570.83
"29145",382169.71
"29147",143020.19
"29149",60379.12
"29151",143773.61
"29153",493.44
"29155",26325.06
"29157",20252.77
"29159",157782.83
"29161",82160.08
"29163",6519.57
"29165",329957.92
"29167",43798.16
"29169",115513.41
"29171",235.62
"29173",26874.5
"29175",82957.57
"29177",116066.35
"29179",15780.29
"29181",9043.03
"29183",4936.47
"29189",59.15
"29195",84866.47
"29199",5780.03
"29201",78071.22
"29203",1189.08
"29205",40
"29207",95505.88
"29209",14147.97
"29211",17101.61
"29213",395225.92
"29215",19949.84
"29217",63943.51
"29219",141575.89
"29221",18141.66
"29223",2737.1
"29225",72115.37
"29229",9604.07
"30001",0
"30003",3219.26
"30005",0
"30009",6213.84
"30013",64017.85
"30015",0
"30017",24300.4
"30021",9350.71
"30023",302.94
"30025",0
"30027",5829.21
"30029",84434.71
"30031",157474.9
"30035",5290.3
"30041",0
"30043",31.2
"30045",0
"30047",5971.37
"30049",89460.75
"30053",170.54
"30057",0
"30059",0
"30061",0
"30063",76879.81
"30065",0
"30067",552.88
"30069",0
"30071",0
"30073",0
"30077",0
"30081",0
"30083",10151.16
"30085",13645.22
"30087",0
"30089",10861.98
"30091",0
"30093",14519.3
"30095",1183847.02
"30097",537.81
"30099",0
"30105",0
"30107",0
"30111",1019085.96
"31001",92625.62
"31003",11643.5
"31005",0
"31011",8132.1
"31013",9674.53
"31015",81.6
"31017",15493.56
"31019",160837.77
"31021",63618.89
"31023",4816.95
"31025",33212.79
"31027",1335.1
"31029",8680.84
"31031",20713.47
"31033",22021.75
"31035",6108.61
"31037",76.87
"31039",6643.4
"31041",17800.07
"31043",248737.88
"31045",39370
"31047",87259.22
"31049",10186.66
"31051",5038.1
"31053",127313.37
"31055",4791502.66
"31057",2744.5
"31059",3758.54
"31061",295.02
"31063",12417.06
"31065",13141.77
"31067",46617.9
"31069",30525.53
"31071",2720.41
"31073",11348.34
"31075",0
"31077",0
"31079",414269.13
"31081",17766.65
"31083",16503.38
"31085",0
"31087",3840.21
"31089",52562.62
"31091",0
"31093",21.24
"31095",714.38
"31097",22579.17
"31099",8462.89
"31101",39922.47
"31103",0
"31105",46183.99
"31107",12600.46
"31109",1320306.53
"31111",86160.9
"31113",1464.07
"31117",7531.41
"31119",28815.82
"31121",5071.82
"31123",2940.51
"31125",5421.81
"31127",3606.02
"31129",1105.77
"31131",88796.99
"31133",0
"31135",1952.94
"31137",28920.74
"31139",10955.38
"31141",62198.19
"31143",7089.45
"31145",40897.02
"31147",16861.64
"31149",10207.08
"31151",36108.15
"31153",954261.61
"31155",17107.8
"31157",64284.37
"31159",7623.65
"31161",1741.57
"31163",702.56
"31167",1252.72
"31169",5762.85
"31171",12019.07
"31173",24298.92
"31175",20426
"31177",33215.07
"31179",4865.2
"31181",2730.37
"31185",51930.16
"32001",44095.78
"32003",15134151.72
"32005",55766.55
"32007",2468.71
"32013",121371.72
"32017",587.77
"32019",93703.61
"32023",146953.52
"32027",0
"32029",10752.64
"32031",2402797.3
"32033",4604.26
"32510",339913.2
"33001",224895.46
"33003",199187.52
"33005",926521.03
"33007",43553.33
"33009",190150.81
"33011",2297934.99
"33013",417702.15
"33015",1294032.91
"33017",189849.16
"33019",112733.33
"34001",1717280.52
"34003",7360329.16
"34005",1803099.82
"34007",2161343.27
"34009",196138.48
"34011",954025.59
"34013",7852977.72
"34015",1097169.7
"34017",3668240.43
"34019",294384.62
"34021",770575.63
"34023",6899530.54
"34025",1789681.64
"34027",3733264.13
"34029",1404048.14
"34031",2000876.66
"34033",187436.97
"34035",1376162.06
"34037",525023.35
"34039",4192100.55
"34041",367645.85
"35001",7855197.61
"35003",29114.69
"35005",283961.61
"35006",114567.91
"35007",8228.18
"35009",202313.2
"35013",708655.28
"35015",605691.05
"35017",70848.39
"35023",2169.93
"35025",342429.71
"35027",5279.29
"35028",65815.5
"35029",12456.56
"35031",285483.2
"35035",81620.06
"35037",14612.22
"35039",109248.26
"35041",9578.08
"35043",200361.98
"35045",146164.25
"35047",34508.61
"35049",629535.73
"35051",7778.68
"35053",25662.39
"35055",28584.17
"35057",36144.8
"35061",372247.8
"36001",2431427.3
"36003",241658.92
"36005",4821621.09
"36007",527095.88
"36009",496492.37
"36011",223137.4
"36013",779949.88
"36015",175421.85
"36017",65205.48
"36019",158775.27
"36021",147966.11
"36023",56577.08
"36025",31627.24
"36027",2398276.87
"36029",4526470.43
"36031",62339.52
"36033",3477.17
"36035",77429.78
"36037",211481
"36039",227508.86
"36041",24363.63
"36043",66287.03
"36045",1072206.6
"36047",9556394.47
"36049",2914.67
"36051",65440.84
"36053",131377.59
"36055",5218293.89
"36057",137450.19
"36059",24233784.52
"36061",23844356.16
"36063",955213.44
"36065",910353.09
"36067",1995115.3
"36069",354378.5
"36071",1747804.74
"36073",464888.38
"36075",81087.92
"36077",112676.82
"36079",249374.06
"36081",11597653
"36083",494028.64
"36085",875046.39
"36087",2120672.41
"36089",1457.8
"36091",1091080.06
"36093",1789416.92
"36095",12183.8
"36097",62769.72
"36099",46915.14
"36101",235496.41
"36103",16826192.17
"36105",370363.24
"36107",125183.46
"36109",554858.52
"36111",844749.51
"36113",159541.17
"36115",6171.34
"36117",187029.12
"36119",6718142.33
"36121",46808.11
"36123",80373.53
"37001",738265.55
"37003",109821.11
"37005",185845.07
"37007",44223.3
"37009",65981.2
"37011",56085.01
"37013",303510.6
"37015",66238.2
"37017",30750.58
"37019",618207.09
"37021",1596030.7
"37023",148573.83
"37025",1455799.26
"37027",347406.22
"37029",18892.5
